id,slug,title,url,sector_clean,country_clean,year_clean,report_type_clean,org_type,assurance_clean,sroi_ratio_value,total_investment_raw,stakeholder_mentions,has_pdf,pdf_extracted,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,is_assured_raw,publication_year_raw
235,baby-steps-evidence-from-a-relationships-based-perinatal-education-programme,Reports Database:Baby Steps: evidence from a relationships-based perinatal education programme,https://socialvalueuk.org/reports/baby-steps-evidence-from-a-relationships-based-perinatal-education-programme/,education,Unknown,2015,Unknown,unknown,0,,,0,1,1,1,5000,0,1,1,0,0,2,1,1,6,37.5,0,2023
236,helping-parents-cope-with-babies-crying-evaluation-of-a-pilot-programme-to-prevent-non-accidental-head-injury,Reports Database:Helping parents cope with babies’ crying: Evaluation of a pilot programme to preven,https://socialvalueuk.org/reports/helping-parents-cope-with-babies-crying-evaluation-of-a-pilot-programme-to-prevent-non-accidental-head-injury/,disability,UK,2014,Unknown,unknown,0,,,0,1,1,1,5000,0,1,0,0,0,2,0,0,3,18.8,0,2023
237,turn-the-page-learning-from-a-manualised-approach-to-treating-harmful-sexual-behaviour,Reports Database:Turn the Page: learning from a  manualised approach to treating harmful sexual beha,https://socialvalueuk.org/reports/turn-the-page-learning-from-a-manualised-approach-to-treating-harmful-sexual-behaviour/,housing,UK,2014,Unknown,unknown,0,,,0,1,1,1,5000,1,1,0,1,0,2,1,1,7,43.8,0,2023
238,contact-the-elderly-impact-report-201213,Reports Database:Contact the Elderly Impact Report 2012/13,https://socialvalueuk.org/reports/contact-the-elderly-impact-report-201213/,elderly,UK,2012,Forecast,charity,0,,,0,1,1,1,5000,0,1,0,0,0,1,0,0,2,12.5,0,2023
239,case-kent-impact-report-2014,Reports Database:CASE Kent Impact Report 2014,https://socialvalueuk.org/reports/case-kent-impact-report-2014/,housing,UK,2014,Unknown,charity,0,,,0,1,1,1,5000,0,1,1,0,0,1,0,0,3,18.8,0,2023
240,give-gain-day-2013-wales-impact-report,Reports Database:Give & Gain Day 2013 Wales Impact Report,https://socialvalueuk.org/reports/give-gain-day-2013-wales-impact-report/,arts_culture,UK,2013,Unknown,government,0,,,0,1,1,1,5000,2,1,1,0,0,0,1,0,5,31.2,0,2023
241,one-year-on-the-impact-of-our-2012-accelerator-course,Reports Database:One Year On: The impact of our 2012 Accelerator course,https://socialvalueuk.org/reports/one-year-on-the-impact-of-our-2012-accelerator-course/,housing,UK,2012,Unknown,charity,0,,,0,1,1,1,5000,1,1,0,0,0,0,0,1,3,18.8,0,2023
243,measuring-the-difference-the-economic-and-social-impact-of-the-university-of-manchester,Reports Database:Measuring the Difference: the economic and social impact of the University of Manch,https://socialvalueuk.org/reports/measuring-the-difference-the-economic-and-social-impact-of-the-university-of-manchester/,education,UK,2013,Unknown,private,0,,,0,1,1,1,5000,2,1,1,1,0,1,1,1,8,50.0,0,2023
244,the-impact-of-universities-on-the-uk-economy,Reports Database:The Impact of Universities on the UK Economy,https://socialvalueuk.org/reports/the-impact-of-universities-on-the-uk-economy/,education,UK,2007,Unknown,private,0,,,0,1,1,1,5000,0,1,1,0,0,1,0,0,3,18.8,0,2023
245,social-return-on-investment-for-the-vineburgh-regeneration-initiative,Reports Database:Social Return on Investment for the Vineburgh Regeneration Initiative,https://socialvalueuk.org/reports/social-return-on-investment-for-the-vineburgh-regeneration-initiative/,housing,UK,2014,Forecast,government,1,,"Input 

4",20,1,1,1,5000,2,2,1,2,2,2,2,0,13,81.2,1,2023
247,onside-youth-zones-defining-the-impact-of-a-youth-zone,Reports Database:OnSide Youth Zones; Defining the Impact of a Youth Zone,https://socialvalueuk.org/reports/onside-youth-zones-defining-the-impact-of-a-youth-zone/,arts_culture,UK,2015,Unknown,private,1,,,3,1,1,1,5000,2,1,0,0,0,1,1,1,6,37.5,0,2023
248,transforming-lives-the-social-return-on-habitats-work-in-canada,Reports Database:Transforming Lives; The Social Return on Habitat’s Work in Canada,https://socialvalueuk.org/reports/transforming-lives-the-social-return-on-habitats-work-in-canada/,housing,Canada,2014,Unknown,unknown,0,,,0,1,1,1,5000,2,1,0,1,0,0,0,0,4,25.0,0,2023
249,crest-co-operatives-social-impact-report-201415,Reports Database:Crest Co-operative’s Social Impact Report 2014/15,https://socialvalueuk.org/reports/crest-co-operatives-social-impact-report-201415/,agriculture_food,UK,2014,Unknown,social_enterprise,0,,,2,1,1,1,5000,1,1,1,1,0,1,0,1,6,37.5,0,2023
250,measuring-the-impact-of-community-mobilisers,Reports Database:Measuring the Impact of Community Mobilisers,https://socialvalueuk.org/reports/measuring-the-impact-of-community-mobilisers/,community,Unknown,,Unknown,unknown,0,,investment of £1,5,1,1,1,5000,0,2,2,1,0,0,0,0,5,31.2,0,2023
252,medicine-hat-family-services-new-ways-for-families-nwff,Reports Database:Medicine Hat Family Services New Ways For Families (NWFF),https://socialvalueuk.org/reports/medicine-hat-family-services-new-ways-for-families-nwff/,housing,Canada,,Unknown,charity,0,,,0,1,1,1,5000,1,2,2,0,0,1,1,0,7,43.8,0,2023
253,measuring-tourisms-impact-a-pilot-study-in-cyprus,Reports Database:Measuring Tourism’s Impact A Pilot Study in Cyprus,https://socialvalueuk.org/reports/measuring-tourisms-impact-a-pilot-study-in-cyprus/,arts_culture,Unknown,2015,Unknown,charity,0,,,6,1,1,1,5000,0,1,1,1,0,2,0,2,7,43.8,0,2023
254,hct-group-impact-report-2015,Reports Database:HCT Group Impact Report 2015,https://socialvalueuk.org/reports/hct-group-impact-report-2015/,employment,UK,2015,Unknown,social_enterprise,0,,,0,1,1,1,5000,0,1,1,0,0,0,1,0,3,18.8,0,2023
255,shedherds-bush-housing-group-consolidated-impact-report-201314,Reports Database:Shedherd’s Bush Housing Group Consolidated Impact Report 2013/14,https://socialvalueuk.org/reports/shedherds-bush-housing-group-consolidated-impact-report-201314/,housing,UK,2013,Unknown,private,0,,,4,1,1,1,5000,0,1,1,0,0,0,0,1,3,18.8,0,2023
256,rural-womens-gathering,Reports Database:Rural Women’s Gathering,https://socialvalueuk.org/reports/rural-womens-gathering/,community,Australia,2015,Unknown,charity,0,,,4,1,1,1,5000,1,1,1,0,0,1,1,0,5,31.2,0,2023
257,microvest-social-impact-report-2015,Reports Database:Microvest Social Impact Report 2015,https://socialvalueuk.org/reports/microvest-social-impact-report-2015/,housing,Unknown,2015,Unknown,private,0,,,0,1,1,1,5000,0,1,1,0,0,2,0,1,5,31.2,0,2023
258,sroi-of-jobs-at-home-for-thrive-homes-watford-community-housing-trust,Reports Database:SROI of Jobs at Home for Thrive Homes & Watford Community Housing Trust,https://socialvalueuk.org/reports/sroi-of-jobs-at-home-for-thrive-homes-watford-community-housing-trust/,housing,UK,2014,Forecast,social_enterprise,0,,investment of £1,16,1,1,1,5000,1,2,1,2,2,1,0,0,9,56.2,0,2023
259,constructing-equality-liverpool-pride-sroi-2014,Reports Database:Constructing Equality: Liverpool Pride SROI 2014,https://socialvalueuk.org/reports/constructing-equality-liverpool-pride-sroi-2014/,housing,UK,2014,Unknown,private,0,,,19,1,1,1,5000,1,1,1,1,0,1,1,0,6,37.5,0,2023
260,inspiring-futures-volunteering-for-wellbeing-year-1-executive-summary-report-2013-2014,Reports Database:Inspiring Futures: volunteering for wellbeing. Year 1 Executive Summary Report 2013,https://socialvalueuk.org/reports/inspiring-futures-volunteering-for-wellbeing-year-1-executive-summary-report-2013-2014/,health,UK,2011,Unknown,unknown,0,,,14,1,1,1,5000,2,2,2,0,0,0,0,2,8,50.0,0,2023
261,cufa-social-return-on-investment-report-2014,Reports Database:CUFA Social Return on Investment Report 2014,https://socialvalueuk.org/reports/cufa-social-return-on-investment-report-2014/,social_inclusion,Australia,2013,Unknown,government,0,,"investment  of 
$1,974,758",2,1,1,1,5000,0,1,2,1,0,1,0,0,5,31.2,0,2023
262,an-evidence-based-report-on-the-economic-impact-of-weaver-vale-housing-trust,Reports Database:An evidence based report on the economic impact of Weaver Vale Housing Trust,https://socialvalueuk.org/reports/an-evidence-based-report-on-the-economic-impact-of-weaver-vale-housing-trust/,employment,UK,2015,Unknown,private,0,,,0,1,1,1,5000,2,1,1,0,0,2,1,0,7,43.8,0,2023
263,the-social-value-of-solar-lights-in-africa-to-replace-the-use-of-kerosene-scoping-report,Reports Database:The social value of solar lights in Africa to replace the use of kerosene. Scoping ,https://socialvalueuk.org/reports/the-social-value-of-solar-lights-in-africa-to-replace-the-use-of-kerosene-scoping-report/,health,UK,2014,Scoping,unknown,0,,,4,1,1,1,5000,1,1,1,1,0,2,0,2,8,50.0,0,2023
265,an-evaluation-of-stick-n-step-charity-in-wirral-merseyside,"Reports Database:An evaluation of Stick ‘n’ Step charity in Wirral, Merseyside",https://socialvalueuk.org/reports/an-evaluation-of-stick-n-step-charity-in-wirral-merseyside/,health,UK,2014,Scoping,charity,0,,"investment  of  £317,053",8,1,1,1,5000,2,2,1,0,0,1,0,1,7,43.8,0,2023
267,impact-report-the-savoy,Reports Database:Impact Report: The Savoy,https://socialvalueuk.org/reports/impact-report-the-savoy/,housing,USA,2014,Unknown,unknown,0,,,0,1,1,1,5000,0,1,0,0,0,1,0,0,2,12.5,0,2023
269,making-a-difference-for-children-and-families-home-starts-social-impact-report-2014,Reports Database:Making a difference for children and families. Home-Start’s social impact report 20,https://socialvalueuk.org/reports/making-a-difference-for-children-and-families-home-starts-social-impact-report-2014/,housing,UK,2014,Unknown,charity,1,,,0,1,1,1,5000,0,1,0,0,0,1,1,0,3,18.8,1,2023
270,manor-house-development-trust-social-return-on-investment-2009-2015,Reports Database:Manor House Development Trust Social Return on Investment 2009-2015,https://socialvalueuk.org/reports/manor-house-development-trust-social-return-on-investment-2009-2015/,housing,UK,2009,Unknown,private,0,,INVESTMENT   2009,1,1,1,1,1735,2,1,1,0,0,1,0,0,5,31.2,0,2023
271,communities-in-schools-of-mid-america-at-tulsa-impact-report,Reports Database:Communities in Schools of Mid-America at Tulsa Impact Report,https://socialvalueuk.org/reports/communities-in-schools-of-mid-america-at-tulsa-impact-report/,education,USA,,Unknown,unknown,0,,,0,1,1,1,5000,0,1,0,0,0,1,2,1,5,31.2,0,2023
272,the-troubled-families-programme-a-process-impact-and-social-return-on-investment-analysis,"Reports Database:The troubled families programme: A process, impact and social return on investment ",https://socialvalueuk.org/reports/the-troubled-families-programme-a-process-impact-and-social-return-on-investment-analysis/,education,UK,2014,Unknown,government,0,,,0,1,1,1,5000,2,1,0,1,0,1,1,2,8,50.0,0,2023
273,construction-youth-trusts-summerfield-community-centre-practical-project-forecast-social-return-on-investment-sroi-analysis,Reports Database:Construction Youth Trust’s Summerfield Community Centre Practical Project Forecast ,https://socialvalueuk.org/reports/construction-youth-trusts-summerfield-community-centre-practical-project-forecast-social-return-on-investment-sroi-analysis/,youth,Unknown,,Forecast,unknown,0,,,0,1,1,0,51,,,,,,,,,,,0,2023
274,the-sleeping-giant-a-social-return-on-investment-report-on-supply-nation-certified-supplier,Reports Database:The Sleeping Giant. A Social Return on Investment Report on Supply Nation Certified,https://socialvalueuk.org/reports/the-sleeping-giant-a-social-return-on-investment-report-on-supply-nation-certified-supplier/,arts_culture,Australia,2009,Unknown,government,0,,,3,1,1,1,5000,0,0,1,0,1,0,0,0,2,12.5,0,2023
275,the-social-inclusion-value-of-buses-marchwood,Reports Database:The Social Inclusion Value of Buses – Marchwood,https://socialvalueuk.org/reports/the-social-inclusion-value-of-buses-marchwood/,housing,UK,,Unknown,unknown,0,,,0,1,1,1,5000,1,1,1,0,0,1,0,0,4,25.0,0,2023
276,measuring-the-size-and-scope-of-the-voluntary-and-community-sector-in-the-liverpool-city-region,Reports Database:Measuring the size and scope of the voluntary and community sector in the Liverpool,https://socialvalueuk.org/reports/measuring-the-size-and-scope-of-the-voluntary-and-community-sector-in-the-liverpool-city-region/,employment,UK,2015,Unknown,charity,0,,,0,1,1,1,5000,0,1,1,1,0,1,1,1,6,37.5,0,2023
277,people-helping-people-the-future-of-public-services,Reports Database:People Helping People: the future of public services,https://socialvalueuk.org/reports/people-helping-people-the-future-of-public-services/,employment,UK,2014,Unknown,charity,0,,,0,1,1,1,5000,1,1,1,0,0,0,0,0,3,18.8,0,2023
278,real-lettings-property-social-impact-report-201415,Reports Database:Real Lettings Property Social Impact Report 2014/15,https://socialvalueuk.org/reports/real-lettings-property-social-impact-report-201415/,housing,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,0,1,0,0,0,1,0,2,4,25.0,0,2023
279,bikespace-social-impact-report-2015,Reports Database:Bikespace Social Impact Report 2015,https://socialvalueuk.org/reports/bikespace-social-impact-report-2015/,education,UK,2015,Unknown,social_enterprise,0,,,0,1,1,1,3434,0,1,0,0,0,0,0,0,1,6.2,0,2023
280,pohwer-community-advocacy-impact-report,Reports Database:POhWER Community Advocacy Impact Report,https://socialvalueuk.org/reports/pohwer-community-advocacy-impact-report/,disability,UK,,Unknown,unknown,0,,,0,1,1,1,5000,0,1,0,0,0,1,0,1,3,18.8,0,2023
281,the-dame-kelly-holmes-trust-impact-report-20142015,Reports Database:The Dame Kelly Holmes Trust Impact Report 2014/2015,https://socialvalueuk.org/reports/the-dame-kelly-holmes-trust-impact-report-20142015/,housing,UK,2014,Unknown,charity,0,,costs of 16,7,1,1,1,5000,1,2,1,0,0,1,0,0,5,31.2,0,2023
282,value-in-private-equity-where-social-meets-shareholder,Reports Database:Value in Private Equity – where social meets shareholder,https://socialvalueuk.org/reports/value-in-private-equity-where-social-meets-shareholder/,education,UK,2014,Unknown,private,0,,,0,1,1,1,5000,0,1,1,0,0,2,0,0,4,25.0,0,2023
283,bromford-social-value-report-2015,Reports Database:Bromford Social Value Report 2015,https://socialvalueuk.org/reports/bromford-social-value-report-2015/,employment,UK,2015,Unknown,social_enterprise,0,,"investment of 

£6.6",0,1,1,1,5000,0,1,1,0,2,1,1,1,7,43.8,0,2023
284,belu-impact-report-2015,Reports Database:Belu Impact Report 2015,https://socialvalueuk.org/reports/belu-impact-report-2015/,environment,UK,2011,Unknown,charity,0,,,0,1,1,1,5000,0,1,1,1,0,1,0,1,5,31.2,0,2023
285,achieving-schools-social-impact-assessment,Reports Database:Achieving Schools Social Impact Assessment,https://socialvalueuk.org/reports/achieving-schools-social-impact-assessment/,education,Unknown,2015,Unknown,unknown,0,,,0,1,1,1,5000,1,1,1,1,0,0,0,0,4,25.0,0,2023
286,accsys-technologies-plc-impact-report,Reports Database:Accsys Technologies PLC Impact Report,https://socialvalueuk.org/reports/accsys-technologies-plc-impact-report/,housing,Unknown,2014,Unknown,private,0,,,3,1,1,1,5000,1,1,1,0,0,1,0,0,4,25.0,0,2023
287,the-aspen-intitute-alliance-for-artisan-enterprise-impact-report-2014,Reports Database:The Aspen Intitute Alliance for Artisan Enterprise Impact report 2014,https://socialvalueuk.org/reports/the-aspen-intitute-alliance-for-artisan-enterprise-impact-report-2014/,employment,USA,2014,Unknown,private,0,,,0,1,1,1,5000,2,1,1,0,0,1,0,0,5,31.2,0,2023
288,mybnk-impact-report-2013-14,Reports Database:MyBnk Impact Report 2013-14,https://socialvalueuk.org/reports/mybnk-impact-report-2013-14/,education,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,2,1,0,1,0,1,0,1,6,37.5,0,2023
289,key-fund-social-impact-report-2015,Reports Database:Key Fund Social Impact Report 2015,https://socialvalueuk.org/reports/key-fund-social-impact-report-2015/,housing,Unknown,2015,Unknown,social_enterprise,0,,"investments

300",0,1,1,1,5000,1,1,1,0,0,0,0,0,3,18.8,0,2023
290,the-impact-of-long-term-engagement-on-empowerment-behaviour-change,Reports Database:The Impact of Long-Term Engagement on Empowerment & Behaviour Change,https://socialvalueuk.org/reports/the-impact-of-long-term-engagement-on-empowerment-behaviour-change/,community,UK,2009,Unknown,charity,1,,,0,1,1,1,5000,1,1,1,0,0,1,1,1,6,37.5,0,2023
291,social-impact-study-craft-employment-opportunities-a-report-for-cockpit-arts,Reports Database:Social Impact Study Craft Employment Opportunities. A Report for Cockpit Arts,https://socialvalueuk.org/reports/social-impact-study-craft-employment-opportunities-a-report-for-cockpit-arts/,employment,UK,2014,Unknown,social_enterprise,1,,,7,1,1,1,5000,0,1,1,0,2,1,0,2,7,43.8,0,2023
292,shared-interest-social-accounts-for-the-year-ended-30-september-2014,Reports Database:Shared Interest Social Accounts. For the year ended 30 September 2014.,https://socialvalueuk.org/reports/shared-interest-social-accounts-for-the-year-ended-30-september-2014/,agriculture_food,UK,2014,Unknown,charity,0,,,11,1,1,1,5000,1,1,1,1,0,1,0,1,6,37.5,0,2023
293,social-enterprise-kent-social-impact-report-2013-14,Reports Database:Social Enterprise Kent Social Impact Report 2013-14,https://socialvalueuk.org/reports/social-enterprise-kent-social-impact-report-2013-14/,employment,UK,2013,Unknown,social_enterprise,0,,,0,1,1,1,5000,1,1,1,0,0,0,1,1,5,31.2,0,2023
294,pilotlight-impact-2015,Reports Database:Pilotlight Impact 2015,https://socialvalueuk.org/reports/pilotlight-impact-2015/,housing,Unknown,2014,Unknown,charity,0,,,4,1,1,1,5000,1,2,0,0,0,1,1,1,6,37.5,0,2023
295,school-home-support-impact-report-201415,Reports Database:School Home Support Impact Report 2014/15,https://socialvalueuk.org/reports/school-home-support-impact-report-201415/,education,Unknown,2014,Unknown,charity,0,,,0,1,1,1,5000,1,2,0,0,0,2,1,1,7,43.8,0,2023
297,enabling-enterprise-impact-report-2014,Reports Database:Enabling Enterprise Impact Report 2014,https://socialvalueuk.org/reports/enabling-enterprise-impact-report-2014/,education,UK,2014,Unknown,private,0,,,0,1,1,1,5000,1,1,0,0,0,1,1,1,5,31.2,0,2023
298,solaraid-impact-report-autumn-2015,Reports Database:SolarAid Impact Report Autumn 2015,https://socialvalueuk.org/reports/solaraid-impact-report-autumn-2015/,environment,USA,2009,Unknown,charity,0,,,0,1,1,1,5000,0,1,0,0,0,1,0,0,2,12.5,0,2023
299,tottenham-hotspur-foundation-201415-social-audit-and-impact-report,Reports Database:Tottenham Hotspur Foundation 2014/15 Social Audit and Impact Report,https://socialvalueuk.org/reports/tottenham-hotspur-foundation-201415-social-audit-and-impact-report/,sports,UK,2014,Unknown,unknown,0,,,1,1,1,1,5000,1,1,1,0,0,2,1,1,7,43.8,0,2023
300,the-value-of-return-home-interviews-and-follow-up-support-when-young-people-go-missing-a-social-return-on-investment-analysis,Reports Database:The value of return home interviews and follow-up support when young people go miss,https://socialvalueuk.org/reports/the-value-of-return-home-interviews-and-follow-up-support-when-young-people-go-missing-a-social-return-on-investment-analysis/,housing,UK,2014,Unknown,charity,0,,,4,1,1,1,5000,1,2,1,0,0,2,2,2,10,62.5,0,2023
301,counting-on-uncertainty-the-economic-case-for-community-based-adaptation-in-north-east-kenya,Reports Database:Counting on uncertainty: The economic case for community based adaptation in North-,https://socialvalueuk.org/reports/counting-on-uncertainty-the-economic-case-for-community-based-adaptation-in-north-east-kenya/,social_inclusion,UK,2000,Unknown,charity,0,,,1,1,1,1,5000,1,1,1,1,0,1,1,2,8,50.0,0,2023
302,cost-benefit-analysis-for-a-minimum-standard-for-rental-housing,Reports Database:Cost benefit analysis for a minimum standard for rental housing,https://socialvalueuk.org/reports/cost-benefit-analysis-for-a-minimum-standard-for-rental-housing/,housing,Australia,2014,Unknown,government,0,,"total costs of 
$653",0,1,1,1,5000,0,1,0,1,0,2,2,0,6,37.5,0,2023
303,cost-benefit-analysis-for-crime-prevention-opportunity-costs-routine-savings-and-crime-externalities,"Reports Database:Cost-Benefit Analysis for Crime Prevention: Opportunity, Costs, Routine Savings and",https://socialvalueuk.org/reports/cost-benefit-analysis-for-crime-prevention-opportunity-costs-routine-savings-and-crime-externalities/,education,UK,1999,Unknown,unknown,0,,,0,1,1,1,5000,0,1,0,1,0,0,1,1,4,25.0,0,2023
304,demonstrating-the-benefits-of-early-response-cash-ofr-work-in-the-sahel,Reports Database:Demonstrating the Benefits of Early Response: Cash for Work in the Sahel,https://socialvalueuk.org/reports/demonstrating-the-benefits-of-early-response-cash-ofr-work-in-the-sahel/,other,Unknown,2013,Unknown,unknown,0,,,0,1,1,1,5000,2,1,0,0,0,1,0,0,4,25.0,0,2023
305,measuring-impact-and-cost-benefit-a-sudanese-case-study,Reports Database:Measuring impact and cost benefit: a Sudanese case study,https://socialvalueuk.org/reports/measuring-impact-and-cost-benefit-a-sudanese-case-study/,housing,USA,,Unknown,unknown,0,,,0,1,1,1,5000,2,1,0,0,0,1,0,0,4,25.0,0,2023
306,cost-benefit-study-of-disaster-risk-mitigation-measures-in-three-islands-in-the-maldives,Reports Database:Cost-Benefit Study of Disaster Risk Mitigation Measures in Three Islands in the Mal,https://socialvalueuk.org/reports/cost-benefit-study-of-disaster-risk-mitigation-measures-in-three-islands-in-the-maldives/,arts_culture,Unknown,2009,Unknown,government,0,,,2,1,1,1,5000,1,1,0,0,0,1,0,1,4,25.0,0,2023
307,disaster-preparedness-programmes-in-india-a-cost-benefit-analysis,Reports Database:Disaster preparedness programmes in India: A cost benefit analysis,https://socialvalueuk.org/reports/disaster-preparedness-programmes-in-india-a-cost-benefit-analysis/,housing,UK,2004,Unknown,unknown,0,,,1,1,1,1,5000,0,1,0,1,0,1,0,1,4,25.0,0,2023
308,cost-benefit-analysis-for-community-based-disaster-risk-reduction-in-kailali-nepal,Reports Database:Cost-Benefit Analysis for Community-Based Disaster Risk reduction in Kailali Nepal,https://socialvalueuk.org/reports/cost-benefit-analysis-for-community-based-disaster-risk-reduction-in-kailali-nepal/,education,Nepal,,Unknown,private,0,,,0,1,1,1,5000,1,1,0,0,0,1,0,1,4,25.0,0,2023
309,social-cost-benefit-analysis-of-delhi-metro,Reports Database:Social Cost-Benefit Analysis of Delhi Metro,https://socialvalueuk.org/reports/social-cost-benefit-analysis-of-delhi-metro/,environment,India,2006,Unknown,government,0,,"Cost 
1995",1,1,1,1,5000,1,1,0,0,0,0,0,0,2,12.5,0,2023
310,a-cost-benefit-analysis-of-deforestation-on-the-brazilian-amazon,Reports Database:A Cost-Benefit Analysis of Deforestation on the Brazilian Amazon,https://socialvalueuk.org/reports/a-cost-benefit-analysis-of-deforestation-on-the-brazilian-amazon/,agriculture_food,USA,1997,Unknown,unknown,0,,,0,1,1,1,5000,0,1,1,0,0,0,0,0,2,12.5,0,2023
311,a-cost-benefit-analysis-of-practical-actions-livelihood-centred-disaster-risj-reduction-project-in-nepal,Reports Database:A Cost-Benefit Analysis of Practical Action’s Livelihood-Centred Disaster Risk Redu,https://socialvalueuk.org/reports/a-cost-benefit-analysis-of-practical-actions-livelihood-centred-disaster-risj-reduction-project-in-nepal/,education,UK,2011,Unknown,unknown,0,,,2,1,1,1,5000,1,1,1,0,0,2,2,2,9,56.2,0,2023
312,investing-in-communities-the-benefits-and-costs-of-building-resilience-for-food-security-in-malawi,Reports Database:Investing in Communities: The benefits and costs of building resilience for food se,https://socialvalueuk.org/reports/investing-in-communities-the-benefits-and-costs-of-building-resilience-for-food-security-in-malawi/,agriculture_food,Malawi,2010,Unknown,unknown,0,,"costs 

5.5",1,1,1,1,5000,2,1,0,0,0,1,2,2,8,50.0,0,2023
313,a-cost-benefit-analysis-of-the-new-orleans-flood-protection-system,Reports Database:A Cost-Benefit Analysis of the New Orleans Flood Protection System,https://socialvalueuk.org/reports/a-cost-benefit-analysis-of-the-new-orleans-flood-protection-system/,environment,Unknown,1996,Unknown,unknown,0,,,0,1,1,1,5000,0,1,0,0,0,1,2,2,6,37.5,0,2023
314,costs-and-benefits-of-flood-mitigation-in-the-lower-bagmati-basin-case-of-nepal-tarai-and-north-bihar,Reports Database:Costs and Benefits of Flood Mitigation in the Lower Bagmati Basin: Case of Nepal Ta,https://socialvalueuk.org/reports/costs-and-benefits-of-flood-mitigation-in-the-lower-bagmati-basin-case-of-nepal-tarai-and-north-bihar/,environment,Nepal,2008,Unknown,government,0,,,0,1,1,1,5000,0,1,0,0,0,2,0,1,4,25.0,0,2023
315,assessing-quality-and-cost-benefit-a-philippines-case-study,Reports Database:Assessing Quality and Cost Benefit: A Philippines Case Study,https://socialvalueuk.org/reports/assessing-quality-and-cost-benefit-a-philippines-case-study/,education,Philippines,2006,Unknown,government,0,,,0,1,1,1,5000,2,1,0,0,0,1,0,1,5,31.2,0,2023
316,mitigation-of-food-wastage-societal-costs-and-benefits,Reports Database:Mitigation of food wastage: Societal costs and benefits,https://socialvalueuk.org/reports/mitigation-of-food-wastage-societal-costs-and-benefits/,agriculture_food,Philippines,2013,Unknown,unknown,0,,,0,1,1,1,5000,0,1,2,1,0,1,0,2,7,43.8,0,2023
317,the-long-road-to-resilience-impact-and-cost-benefit-analysis-of-community-based-disaster-risk-reduction-in-bangladesh,Reports Database:The long road to resilience: Impact and cost-benefit analysis of community-based di,https://socialvalueuk.org/reports/the-long-road-to-resilience-impact-and-cost-benefit-analysis-of-community-based-disaster-risk-reduction-in-bangladesh/,arts_culture,Bangladesh,2005,Unknown,unknown,0,,"Costs 	

 6.2",0,1,1,1,5000,1,1,0,0,0,2,0,2,6,37.5,0,2023
318,pricing-the-priceless-cost-benefit-analysis-of-environmental-protection,Reports Database:Pricing the Priceless: Cost-Benefit Analysis of Environmental Protection,https://socialvalueuk.org/reports/pricing-the-priceless-cost-benefit-analysis-of-environmental-protection/,education,USA,1997,Unknown,unknown,0,,,0,1,1,1,5000,0,1,1,1,0,2,0,0,5,31.2,0,2023
319,the-cost-benefit-analysis-of-the-preschool-curriculum-comparison-study,Reports Database:The Cost-Benefit Analysis of the Preschool Curriculum Comparison Study,https://socialvalueuk.org/reports/the-cost-benefit-analysis-of-the-preschool-curriculum-comparison-study/,education,USA,2010,Unknown,unknown,0,,,0,1,1,1,5000,0,1,0,1,0,0,0,0,2,12.5,0,2023
320,partnerships-for-change-a-cost-benefit-analysis-of-self-help-groups-in-ethiopia,Reports Database:Partnerships for change: a cost benefit analysis of Self Help Groups in Ethiopia,https://socialvalueuk.org/reports/partnerships-for-change-a-cost-benefit-analysis-of-self-help-groups-in-ethiopia/,agriculture_food,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,2,1,0,1,0,1,0,0,5,31.2,0,2023
321,evaluating-costs-and-benefits-of-flood-reduction-under-changing-climatic-conditions-a-pakistan-case-study,Reports Database:Evaluating Costs and Benefits of Flood Reduction under Changing Climatic Conditions,https://socialvalueuk.org/reports/evaluating-costs-and-benefits-of-flood-reduction-under-changing-climatic-conditions-a-pakistan-case-study/,environment,Pakistan,2008,Unknown,private,0,,,0,1,1,1,5000,0,1,0,0,0,1,0,1,3,18.8,0,2023
322,fiji-technical-report-an-economic-analysis-of-flood-warning-in-navua-fiji,"Reports Database:Fiji Technical Report – An economic analysis of flood warning in Navua, Fiji",https://socialvalueuk.org/reports/fiji-technical-report-an-economic-analysis-of-flood-warning-in-navua-fiji/,other,Unknown,2008,Unknown,unknown,1,,costs of 2004,1,1,1,1,5000,0,1,2,1,0,1,2,0,7,43.8,0,2023
323,samoa-technical-report-economic-analysis-of-flood-risk-reduction-measures-for-the-lower-vaisigano-catchment-area,Reports Database:Samoa Technical Report – Economic Analysis of Flood Risk Reduction Measures for the,https://socialvalueuk.org/reports/samoa-technical-report-economic-analysis-of-flood-risk-reduction-measures-for-the-lower-vaisigano-catchment-area/,education,Unknown,2008,Unknown,charity,1,,,1,1,1,1,5000,1,1,0,1,0,1,0,0,4,25.0,0,2023
324,a-social-cost-benefit-analysis-of-the-rural-social-scheme,Reports Database:A Social Cost-Benefit Analysis of the Rural Social Scheme,https://socialvalueuk.org/reports/a-social-cost-benefit-analysis-of-the-rural-social-scheme/,arts_culture,Unknown,,Unknown,private,0,,"COSTS 
10",0,1,1,1,5000,2,1,0,0,0,1,0,2,6,37.5,0,2023
