id,title,sector_clean,country_clean,report_type_clean,assurance_clean,text_chars,pdf_pages,pdf_source,kw_wellby,kw_qaly,kw_hact,kw_unit_cost,kw_cabinet_office,kw_wtp,kw_replacement_cost,kw_wage_rate,kw_nhs_costs,kw_gov_statistics,kw_literature,kw_bespoke,kw_svuk_resources,kw_global_value_exchange,kw_four_people,kw_local_multiplier,kw_employment_proxy,kw_health_proxy,kw_education_proxy,kw_housing_proxy,n_methods_detected,primary_proxy_method,proxy_sources_named,n_proxies_estimated,monetization_approach,has_sensitivity_on_proxies,monetization_notes,extraction_status
372,Reports Database:The Social Value of Carmichael Centre,health,Ireland,Evaluative,0,15000,81,fullpdf,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,2.0,mixed,"[""The Wheel"", ""CSP Rules Conditions"", ""Citizens Information"", ""Pobal"", ""McKinsey Quarterly"", ""Wikinomics"", ""Coyote Communications""]",5.0,partial,True,"The report uses a mix of proxies including the cost of time spent in informal networking, costs of attending training events, and the value of employability training courses. It discusses the uncertainty around these proxies and their potential undervaluation.",ok
58,Reports Database:Sunderland XL Youth Villages SROI Evaluation,housing,UK,Evaluative,0,3425,34,fullpdf,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,mixed,[],,partial,True,"The report estimates a social return on investment between £3.06 and £6.83 for every £1 spent, indicating a mix of monetization methods. It discusses assumptions and includes a sensitivity analysis regarding the range of SROI values.",ok
75,Reports Database:CUFA SROI Report,education,Cambodia,Evaluative,0,15000,57,fullpdf,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,unit_cost,"[""CUFA Sustainability Reports"", ""Cuscal Statement of Financial Performance""]",10.0,partial,False,"The report uses unit costs of training and support as financial proxies to estimate the value created by the program. Specific unit costs are cited for various training years, and the total value is calculated based on these costs without applying external factors like deadweight or attribution.",ok
374,Reports Database:Community First (Moray) SROI Analysis,disability,UK,Evaluative,0,15000,38,fullpdf,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,unit_cost,"[""NHS unit costs""]",5.0,partial,True,"The report uses unit costs from the NHS as a proxy for valuing health-related outcomes, while also considering volunteer time valued at minimum wage. Sensitivity analysis indicates the impact of varying assumptions on the social return calculation.",ok
142,Reports Database:The social return on investment of a coaching course for (ex) c,health,Unknown,Evaluative,0,15000,72,fullpdf,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,unit_cost,"[""Central Bureau for Statistics (CBS)"", ""Dutch Scientific Research and Documentation Centre Factsheet (2011)""]",5.0,partial,True,"The report uses unit costs for estimating the financial impact of improved family relationships and stabilized financial situations, referencing CBS for child costs and a factsheet for debt statistics. Sensitivity analysis is included to discuss uncertainties in proxy values.",ok
32,Reports Database:Measuring the SROI of Stage 3 Adaptations and Very Sheltered Ho,housing,UK,Evaluative,0,15000,61,fullpdf,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,3.0,unit_cost,"[""PSSRU Unit Costs of Health & Social Care 2010"", ""Scottish Government"", ""NHS Quality Improvement Scotland"", ""New Economics Foundation"", ""Centre for Mental Health""]",5.0,partial,False,The report primarily uses unit costs from the PSSRU and Scottish Government to estimate the financial value of adaptations and services. It also references various studies and government reports to support its findings.,ok
103,Reports Database:Traveller Women’s Community Development Programme: A Social Ret,education,Ireland,Forecast,0,15000,81,fullpdf,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,3.0,mixed,"[""Cabinet Office SROI manual"", ""New Economics Foundation's training programme""]",,partial,True,"The report uses a combination of qualitative and quantitative evaluations to assess the social value created by the program, referencing the Cabinet Office SROI manual and New Economics Foundation training. It acknowledges challenges in identifying suitable fiscal proxies and discusses the uncertain",ok
119,Reports Database:Choices Plus: An SROI Study,employment,UK,Evaluative,0,15000,46,fullpdf,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2.0,unit_cost,[],,partial,True,"The report uses unit costs to represent the social, environmental, and economic benefits of the Choices Plus program, although specific sources for these unit costs are not detailed. Sensitivity analysis is included to discuss uncertainties related to the proxy values.",ok
94,Reports Database:Ashram Employment and Skills Service,employment,UK,Evaluative,0,15000,70,fullpdf,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,4.0,mixed,"[""HACT Social Value Bank"", ""VOIS database"", ""www.openstudycollege.com"", ""www.dbtraining.com"", ""www.onlineesol.co.uk"", ""www.birmingham.gov.uk/brasshouse"", ""Dolan, P & Fujiwara, D, BIS Research Paper, November 2012""]",7.0,partial,True,The report uses a mix of financial proxies including market rates for training costs and average wages to estimate the value of outcomes. Specific sources include various training websites and existing SROI studies to validate the chosen proxies.,ok
366,Reports Database:Cambridgeshire’s Funded Two-year-old Childcare Social Return on,education,Unknown,Forecast,0,15000,75,fullpdf,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,3.0,mixed,"[""ONS Earnings by qualification in the UK - 2011"", ""PSSRU Unit Costs of Health and Social Care 2011"", ""Centre Parcs"", ""DirectGov Jobseekers Allowance rate 2012"", ""Cambridgeshire County Council employee benefits"", ""Workplace absence costing economy \u00a317bn - CBI / Pfizer survey (2011)"", ""NHS Alcohol-use disorders: alcohol dependence Cost report"", ""Unit costs of Health and Social Care 2013""]",20.0,full,True,"The report uses a mix of financial proxies derived from government statistics, unit costs, and existing research to value outcomes. It discusses the challenges of obtaining stakeholder values and adjusts proxies based on discussions with staff, ensuring reasonable estimates are used to avoid over-cl",ok
84,Reports Database:The Social Return on Investment of Drug and Alcohol Family Supp,health,UK,Evaluative,0,15000,11,fullpdf,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,mixed,"[""We Count Too, 2009"", ""Orford et al, 2005"", ""Copello et al 2009"", ""Velleman et al, 2011"", ""UK Cabinet Office guide"", ""Scottish Government\u2019s SROI Project""]",,partial,True,"The report uses a combination of secondary research and financial proxies to estimate the social value created by the service, including adjustments for deadweight and attribution. Specific studies and government guidelines are referenced to support the monetization process.",ok
7,Reports Database:The Wise Group Cadder Environmental Improvement Project Social ,employment,UK,Evaluative,0,15000,50,fullpdf,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,5.0,unit_cost,"[""JC+, New Deal, DWP stats"", ""NHS Information and Statistics Division""]",12.0,partial,True,"The report uses unit costs from various studies to estimate the financial value of employability outcomes and welfare savings. It cites specific sources for these costs, including government statistics and NHS data, and discusses sensitivity regarding the chosen proxies.",ok
107,Reports Database:An evaluation of social added value for Horizon Care and Repair,disability,UK,Evaluative,0,15000,76,fullpdf,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,3.0,unit_cost,"[""PSRRU 2011"", ""2010/11 local government earnings survey"", ""2010 Family Spending Survey"", ""NHS Lothian"", ""ISD Scotland"", ""Personal and Social Services Research"", ""Cabinet Office of the Third Sector 2009""]",12.0,partial,False,"The report uses unit costs from various government and published service cost databases to estimate the financial value of outcomes, such as reduced care costs and increased safety. Specific sources include PSRRU and local government earnings data.",ok
108,Reports Database:Care & Repair West Lothian SROI Analysis (Summary),disability,UK,Evaluative,0,7711,5,fullpdf,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,replacement_cost,[],5.0,partial,False,The report uses replacement cost as a proxy for monetizing the value of adaptations and repairs that help clients maintain independence and reduce care costs. Specific sources for the financial proxies are not cited.,ok
2,Reports Database:Perth YMCA Get Ready for Work Programme Social Retun on Investm,youth,UK,Evaluative,0,15000,44,fullpdf,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2.0,mixed,"[""NOMIS database""]",10.0,partial,True,"The report uses a mix of unit costs, welfare benefits savings, and willingness to pay to monetize various outcomes, including savings on unit costs, increased income, and tax income from employment. The NOMIS database is cited for deadweight calculations.",ok
358,Reports Database:SROI Evaluation Analysis “Conversations” Project,education,Unknown,Evaluative,0,15000,33,fullpdf,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,2.0,mixed,"[""SROI Network"", ""Cabinet Office""]",,partial,True,"The report utilizes a mixed approach for monetization, incorporating principles from the SROI Network and Cabinet Office. It discusses the importance of stakeholder perspectives and includes sensitivity analysis to address uncertainties in proxy values.",ok
100,Reports Database:National Specialist Family Service (Phoenix Futures) SROI Forec,health,UK,Forecast,0,15000,107,fullpdf,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2.0,qaly,"[""UK Drug Policy Commission report"", ""published literature""]",5.0,partial,True,"The report uses QALY estimates to value improvements in quality of life for adults and children, with a range of £15,000-£30,000 in 2004 prices adjusted for CPI. It also references costs associated with homelessness and failed tenancies based on literature and actual figures.",ok
296,Reports Database:Social Return on Investment of Tasmanian youth justice programs,youth,Australia,Evaluative,0,15000,86,fullpdf,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,3.0,unit_cost,"[""Tasmania Department of Justice"", ""Australian Institute of Health and Welfare"", ""Australian Bureau of Statistics""]",8.0,partial,True,"The report uses unit costs based on sentencing outcomes and cost savings to youth justice agencies, referencing data from the Tasmania Department of Justice and the Australian Institute of Health and Welfare. It discusses potential underestimations due to unavailable data on remand costs and include",ok
89,Reports Database:An SROI analysis of Anchor House,housing,UK,Evaluative,0,15000,23,fullpdf,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3.0,mixed,"[""Singh (2005)"", ""Hirst (2001)"", ""Institute for Volunteering Research (2009)"", ""Low Pay Commission""]",5.0,partial,False,"The report uses a combination of willingness to pay for vocational training and minimum wage assumptions for employment outcomes, alongside survey evidence to estimate the benefits of volunteering. It references various studies and data sources to support its valuations.",ok
246,Reports Database:‘Be’ by Gentoo,education,Unknown,Evaluative,0,15000,94,fullpdf,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,mixed,"[""HACT Social Value Bank"", ""Institute of Health and Human Potential"", ""Place to Be"", ""Centre for Resilience, Happiness and Positive Change""]",15.0,partial,True,"The report uses a mix of financial proxies including market rates for courses and services, as well as HACT Social Value Bank values. It discusses sensitivity analysis regarding the use of certain proxies that inflated the social return, indicating careful consideration of proxy values.",ok
10,Reports Database:RNIB and Action for Blind People Social Firms: A Social Impact ,disability,UK,Evaluative,0,15000,60,fullpdf,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,unit_cost,"[""Douglas, Corcoran & Pavey, 2006"", ""Meager & Carta, 2008"", ""RNIB Network 1000 study"", ""UK Labour Force Survey""]",5.0,partial,True,The report uses unit costs based on average wages for sustainable employment and incorporates deadweight estimates from national employment statistics. Sensitivity analysis was conducted to test the robustness of the assumptions and proxy values.,ok
109,Reports Database:Trident Reach – Homeless Link Transition Fund Project,justice,UK,Forecast,0,15000,15,fullpdf,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,unit_cost,"[""Unit cost of health and social care 2011"", ""Unit cost of health and social care 2012"", ""Birmingham Homeless Health Needs Audit 2010"", ""Home Office Economic and Social Cost of Crime statistics (2010)"", ""Sainsbury Centre for Mental Health report 2009""]",5.0,partial,False,The report uses unit costs from health and social care databases to estimate the financial value of health service usage reductions and costs associated with crime. Specific figures are derived from the Birmingham Homeless Health Needs Audit and Home Office statistics.,ok
168,Reports Database:An evaluation of the social value of the Get Into Reading initi,health,UK,Scoping,0,15000,45,fullpdf,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2.0,replacement_cost,"[""www.thinkconfidence.com"", ""www.kiscape.org.uk"", ""Wikivois""]",5.0,partial,False,"The report used replacement cost proxies based on the costs of confidence-building courses for both adults and children, sourced from specific websites. Additionally, the value of volunteer time was calculated using the national minimum wage.",ok
264,Reports Database:The benefits on investing in Early Child Development: An SROI a,housing,UK,Evaluative,0,15000,97,fullpdf,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,wtp,[],5.0,partial,False,"The report uses willingness to pay (WTP) and choice experiment exercises to derive monetary values for non-market outcomes, with specific values estimated for trainers and parents. It also includes unit costs for some outcomes.",ok
145,Reports Database:A Social Return on Investment analysis on EMFIL’s microfinance ,social_inclusion,India,Forecast,0,15000,78,fullpdf,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1.0,mixed,"[""SROI Network"", ""EMFIL projections""]",,partial,False,"The report uses a combination of financial projections from EMFIL and the SROI methodology developed by the SROI Network to estimate social value. It focuses on the impact of microfinance loans on clients and investors, but does not provide detailed sensitivity analysis on proxy values.",ok
381,Reports Database:Victorian Women’s Housing Association Research Report,housing,Australia,Evaluative,0,15000,12,fullpdf,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,replacement_cost,[],4.0,full,False,"The report uses replacement cost as a primary method, estimating social value based on avoided costs of homelessness, incarceration, and decreased welfare expenditure. Specific financial values are assigned to various outcomes for stakeholders, including women tenants, children, and government savin",ok
20,Reports Database:Octavia View SROI Forecast,housing,UK,Forecast,0,15000,49,fullpdf,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,2.0,unit_cost,"[""HM Revenue and Customs"", ""DWP, 2008"", ""Ferry Project"", ""Durie and Wilson, 2007""]",10.0,full,True,"The report uses unit costs from various sources, including government statistics and internal estimates from Ferry Project staff, to monetize outcomes related to health care savings, employment, and reduced crime. Sensitivity analysis was conducted to test the robustness of these financial proxies.",ok
24,Reports Database:Country Education Foundation of Australia SROI Forecast,education,Australia,Forecast,0,15000,49,fullpdf,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2.0,mixed,"[""Cabinet Office WELLBYs"", ""SROI Network""]",5.0,partial,True,The report uses a combination of financial proxies including wage premiums due to increased education and volunteer time valuation. It references the Cabinet Office WELLBYs and SROI Network for guidance on proxy values and discusses sensitivity analyses on the impact of these proxies.,ok
33,Reports Database:Fair Gains SROI Case Study,education,Unknown,Evaluative,0,12613,3,fullpdf,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,unit_cost,[],5.0,partial,False,"The report uses unit costs to estimate the social value created by increased income, decreased social assistance, increased taxes paid, and decreased subsidized housing. Specific financial values are derived from pre/post income data of participants and assumptions about the economic impact of the p",ok
28,Reports Database:Future Jobs Fund Programme SROI Evaluation,employment,UK,Evaluative,0,15000,17,fullpdf,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,3.0,qaly,"[""Centre for Mental Health"", ""National Accounts of Well-being"", ""Department for Work and Pensions (DWP)"", ""Office for National Statistics (ONS)""]",4.0,partial,False,"The report monetizes well-being outcomes using QALYs, referencing methodologies from the Centre for Mental Health and the National Accounts of Well-being. It estimates social value created through well-being benefits for participants and their families.",ok
166,Reports Database:SecondBite Food Distribution Activities: Social Return on Inves,employment,Australia,Evaluative,0,15000,15,fullpdf,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1.0,replacement_cost,[],,partial,False,"The report uses replacement cost as a proxy by valuing the social, economic, and environmental outcomes created through the distribution of surplus food, but does not specify distinct financial proxies or sources for these valuations.",ok
172,Reports Database:Furnish SROI Report,social_inclusion,UK,Evaluative,0,15000,11,fullpdf,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3.0,qaly,"[""National Institute of Clinical Excellence"", ""Centre for Mental Health"", ""National Account of Well-being by nef, 2009""]",10.0,full,False,"The report utilizes QALY values for well-being outcomes and incorporates unit cost savings from government sources to quantify social, economic, and environmental impacts. It also references established frameworks and methodologies from the Cabinet Office.",ok
99,Reports Database:Social Impact Analysis for Sewa Day on 7 October 2012,housing,UK,Evaluative,0,15000,42,fullpdf,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,mixed,"[""Cabinet Office/Office of the Third Sector"", ""University of Birmingham"", ""New Economics Foundation"", ""City Hindus Network"", ""The Guardian""]",5.0,partial,False,The report uses a combination of proxies including QALYs and unit costs derived from various sources such as the Cabinet Office and academic literature to estimate the social value generated by Sewa Day activities.,ok
39,Reports Database:Hidden Value: Demonstrating the extraordinary impact of women’s,employment,UK,Evaluative,0,15000,82,fullpdf,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1.0,mixed,"[""Women and Equality Unit report The Cost of Domestic Violence"", ""Family Spending 2009 - A report on the 2008 Living Costs and Food Survey""]",5.0,partial,False,"The report uses a combination of financial proxies based on government statistics and academic literature to value outcomes, including the cost of translation services and the average spend on social activities. Specific values were assigned to key outcomes, such as employability and avoidance of vi",ok
165,Reports Database:Befriending at the Quays: A Social Return on Investment Analysi,health,UK,Forecast,0,15000,30,fullpdf,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,1.0,mixed,"[""SROI Network""]",,partial,True,"The report uses a mixed approach for monetization, incorporating stakeholder engagement to derive proxy values and applying a sensitivity analysis to assess the robustness of the impact map. The SROI calculation is based on the present value of the project impact, with a discount rate of 3.5% applie",ok
251,Reports Database:The Social Return On Investment for Cleanstart,housing,Unknown,Evaluative,0,15000,42,fullpdf,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,5.0,mixed,"[""HACT"", ""Fujiwara, D, (HACT, 2013), The Social Value of Housing Providers"", ""Understanding the Wider Value of Public Policy Interventions (2012)""]",3.0,partial,True,"The report uses a mixed approach for monetization, incorporating QALY impacts for mental health, well-being valuation figures from HACT, and unit costs for public service outcomes. Sensitivity analysis is included to test assumptions about proxy values.",ok
110,Reports Database:Partnership Brokers Program – Baseline Social Return on Investm,education,Australia,Evaluative,0,15000,31,fullpdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,mixed,"[""DEEWR cash investment"", ""SROI methodology""]",,partial,False,"The report uses a mixed approach to monetization, incorporating the DEEWR cash investment and various stakeholder contributions to assess the total value created through partnerships. Specific financial proxies are not detailed, indicating a partial monetization of outcomes.",ok
